"external/ns3_step","ppo_morabito_ns3_20ue_20260508_160337 - external/active_gnb_count","ppo_morabito_ns3_20ue_20260508_160337 - external/active_gnb_count__MIN","ppo_morabito_ns3_20ue_20260508_160337 - external/active_gnb_count__MAX","ppo_morabito_ns3_20ue_20260508_160337 - _step","ppo_morabito_ns3_20ue_20260508_160337 - _step__MIN","ppo_morabito_ns3_20ue_20260508_160337 - _step__MAX","a2c_morabito_ns3_20ue_20260508_160335 - external/active_gnb_count","a2c_morabito_ns3_20ue_20260508_160335 - external/active_gnb_count__MIN","a2c_morabito_ns3_20ue_20260508_160335 - external/active_gnb_count__MAX","a2c_morabito_ns3_20ue_20260508_160335 - _step","a2c_morabito_ns3_20ue_20260508_160335 - _step__MIN","a2c_morabito_ns3_20ue_20260508_160335 - _step__MAX","dqn_morabito_ns3_20ue_20260508_160334 - external/active_gnb_count","dqn_morabito_ns3_20ue_20260508_160334 - external/active_gnb_count__MIN","dqn_morabito_ns3_20ue_20260508_160334 - external/active_gnb_count__MAX","dqn_morabito_ns3_20ue_20260508_160334 - _step","dqn_morabito_ns3_20ue_20260508_160334 - _step__MIN","dqn_morabito_ns3_20ue_20260508_160334 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/active_gnb_count","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/active_gnb_count__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/active_gnb_count__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MAX","2026-05-08_13-32 - external/active_gnb_count","2026-05-08_13-32 - external/active_gnb_count__MIN","2026-05-08_13-32 - external/active_gnb_count__MAX","2026-05-08_13-32 - _step","2026-05-08_13-32 - _step__MIN","2026-05-08_13-32 - _step__MAX","a2c_morabito_ns3_20ue_20260507_232704 - external/active_gnb_count","a2c_morabito_ns3_20ue_20260507_232704 - external/active_gnb_count__MIN","a2c_morabito_ns3_20ue_20260507_232704 - external/active_gnb_count__MAX","a2c_morabito_ns3_20ue_20260507_232704 - _step","a2c_morabito_ns3_20ue_20260507_232704 - _step__MIN","a2c_morabito_ns3_20ue_20260507_232704 - _step__MAX","ppo_morabito_ns3_20ue_20260507_232608 - external/active_gnb_count","ppo_morabito_ns3_20ue_20260507_232608 - external/active_gnb_count__MIN","ppo_morabito_ns3_20ue_20260507_232608 - external/active_gnb_count__MAX","ppo_morabito_ns3_20ue_20260507_232608 - _step","ppo_morabito_ns3_20ue_20260507_232608 - _step__MIN","ppo_morabito_ns3_20ue_20260507_232608 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/active_gnb_count","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/active_gnb_count__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/active_gnb_count__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MAX","dqn_morabito_ns3_20ue_20260507_232604 - external/active_gnb_count","dqn_morabito_ns3_20ue_20260507_232604 - external/active_gnb_count__MIN","dqn_morabito_ns3_20ue_20260507_232604 - external/active_gnb_count__MAX","dqn_morabito_ns3_20ue_20260507_232604 - _step","dqn_morabito_ns3_20ue_20260507_232604 - _step__MIN","dqn_morabito_ns3_20ue_20260507_232604 - _step__MAX"
"1903","6","6","6","1903","1903","1903","4","4","4","1903","1903","1903","7","7","7","1903","1903","1903","9","9","9","1903","1903","1903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1904","3","3","3","1904","1904","1904","7","7","7","1904","1904","1904","7","7","7","1904","1904","1904","5","5","5","1904","1904","1904","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1905","5","5","5","1905","1905","1905","2","2","2","1905","1905","1905","7","7","7","1905","1905","1905","9","9","9","1905","1905","1905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1906","8","8","8","1906","1906","1906","6","6","6","1906","1906","1906","7","7","7","1906","1906","1906","5","5","5","1906","1906","1906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1907","8","8","8","1907","1907","1907","6","6","6","1907","1907","1907","7","7","7","1907","1907","1907","9","9","9","1907","1907","1907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1908","6","6","6","1908","1908","1908","6","6","6","1908","1908","1908","7","7","7","1908","1908","1908","8","8","8","1908","1908","1908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1909","4","4","4","1909","1909","1909","4","4","4","1909","1909","1909","7","7","7","1909","1909","1909","4","4","4","1909","1909","1909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1910","3","3","3","1910","1910","1910","4","4","4","1910","1910","1910","7","7","7","1910","1910","1910","9","9","9","1910","1910","1910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1911","7","7","7","1911","1911","1911","6","6","6","1911","1911","1911","7","7","7","1911","1911","1911","8","8","8","1911","1911","1911","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1912","6","6","6","1912","1912","1912","5","5","5","1912","1912","1912","7","7","7","1912","1912","1912","4","4","4","1912","1912","1912","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1913","6","6","6","1913","1913","1913","6","6","6","1913","1913","1913","7","7","7","1913","1913","1913","9","9","9","1913","1913","1913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1914","3","3","3","1914","1914","1914","5","5","5","1914","1914","1914","7","7","7","1914","1914","1914","8","8","8","1914","1914","1914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1915","4","4","4","1915","1915","1915","8","8","8","1915","1915","1915","7","7","7","1915","1915","1915","4","4","4","1915","1915","1915","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1916","5","5","5","1916","1916","1916","6","6","6","1916","1916","1916","7","7","7","1916","1916","1916","9","9","9","1916","1916","1916","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1917","7","7","7","1917","1917","1917","3","3","3","1917","1917","1917","7","7","7","1917","1917","1917","8","8","8","1917","1917","1917","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1918","6","6","6","1918","1918","1918","10","10","10","1918","1918","1918","7","7","7","1918","1918","1918","4","4","4","1918","1918","1918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1919","7","7","7","1919","1919","1919","7","7","7","1919","1919","1919","6","6","6","1919","1919","1919","9","9","9","1919","1919","1919","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1920","6","6","6","1920","1920","1920","5","5","5","1920","1920","1920","8","8","8","1920","1920","1920","8","8","8","1920","1920","1920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1921","3","3","3","1921","1921","1921","5","5","5","1921","1921","1921","8","8","8","1921","1921","1921","4","4","4","1921","1921","1921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1922","5","5","5","1922","1922","1922","6","6","6","1922","1922","1922","8","8","8","1922","1922","1922","9","9","9","1922","1922","1922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1923","5","5","5","1923","1923","1923","6","6","6","1923","1923","1923","8","8","8","1923","1923","1923","8","8","8","1923","1923","1923","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1924","7","7","7","1924","1924","1924","9","9","9","1924","1924","1924","8","8","8","1924","1924","1924","4","4","4","1924","1924","1924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1925","4","4","4","1925","1925","1925","6","6","6","1925","1925","1925","8","8","8","1925","1925","1925","9","9","9","1925","1925","1925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1926","4","4","4","1926","1926","1926","6","6","6","1926","1926","1926","8","8","8","1926","1926","1926","8","8","8","1926","1926","1926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1927","5","5","5","1927","1927","1927","8","8","8","1927","1927","1927","8","8","8","1927","1927","1927","4","4","4","1927","1927","1927","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1928","3","3","3","1928","1928","1928","7","7","7","1928","1928","1928","6","6","6","1928","1928","1928","9","9","9","1928","1928","1928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1929","5","5","5","1929","1929","1929","7","7","7","1929","1929","1929","6","6","6","1929","1929","1929","8","8","8","1929","1929","1929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1930","7","7","7","1930","1930","1930","4","4","4","1930","1930","1930","6","6","6","1930","1930","1930","4","4","4","1930","1930","1930","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1931","7","7","7","1931","1931","1931","4","4","4","1931","1931","1931","6","6","6","1931","1931","1931","9","9","9","1931","1931","1931","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1932","3","3","3","1932","1932","1932","4","4","4","1932","1932","1932","6","6","6","1932","1932","1932","8","8","8","1932","1932","1932","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1933","6","6","6","1933","1933","1933","6","6","6","1933","1933","1933","6","6","6","1933","1933","1933","5","5","5","1933","1933","1933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1934","6","6","6","1934","1934","1934","6","6","6","1934","1934","1934","6","6","6","1934","1934","1934","4","4","4","1934","1934","1934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1935","7","7","7","1935","1935","1935","7","7","7","1935","1935","1935","6","6","6","1935","1935","1935","4","4","4","1935","1935","1935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1936","4","4","4","1936","1936","1936","6","6","6","1936","1936","1936","6","6","6","1936","1936","1936","4","4","4","1936","1936","1936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1937","5","5","5","1937","1937","1937","5","5","5","1937","1937","1937","6","6","6","1937","1937","1937","4","4","4","1937","1937","1937","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1938","6","6","6","1938","1938","1938","5","5","5","1938","1938","1938","6","6","6","1938","1938","1938","7","7","7","1938","1938","1938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1939","5","5","5","1939","1939","1939","4","4","4","1939","1939","1939","6","6","6","1939","1939","1939","7","7","7","1939","1939","1939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1940","7","7","7","1940","1940","1940","4","4","4","1940","1940","1940","6","6","6","1940","1940","1940","8","8","8","1940","1940","1940","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1941","6","6","6","1941","1941","1941","4","4","4","1941","1941","1941","6","6","6","1941","1941","1941","7","7","7","1941","1941","1941","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1942","7","7","7","1942","1942","1942","6","6","6","1942","1942","1942","9","9","9","1942","1942","1942","7","7","7","1942","1942","1942","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1943","5","5","5","1943","1943","1943","2","2","2","1943","1943","1943","9","9","9","1943","1943","1943","8","8","8","1943","1943","1943","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1944","4","4","4","1944","1944","1944","7","7","7","1944","1944","1944","9","9","9","1944","1944","1944","7","7","7","1944","1944","1944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1945","8","8","8","1945","1945","1945","6","6","6","1945","1945","1945","9","9","9","1945","1945","1945","7","7","7","1945","1945","1945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1946","4","4","4","1946","1946","1946","5","5","5","1946","1946","1946","9","9","9","1946","1946","1946","8","8","8","1946","1946","1946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1947","3","3","3","1947","1947","1947","8","8","8","1947","1947","1947","9","9","9","1947","1947","1947","7","7","7","1947","1947","1947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1948","5","5","5","1948","1948","1948","6","6","6","1948","1948","1948","9","9","9","1948","1948","1948","7","7","7","1948","1948","1948","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1949","6","6","6","1949","1949","1949","3","3","3","1949","1949","1949","9","9","9","1949","1949","1949","7","7","7","1949","1949","1949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1950","4","4","4","1950","1950","1950","3","3","3","1950","1950","1950","9","9","9","1950","1950","1950","4","4","4","1950","1950","1950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1951","5","5","5","1951","1951","1951","6","6","6","1951","1951","1951","7","7","7","1951","1951","1951","7","7","7","1951","1951","1951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1952","5","5","5","1952","1952","1952","5","5","5","1952","1952","1952","9","9","9","1952","1952","1952","7","7","7","1952","1952","1952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1953","5","5","5","1953","1953","1953","4","4","4","1953","1953","1953","7","7","7","1953","1953","1953","8","8","8","1953","1953","1953","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1954","8","8","8","1954","1954","1954","2","2","2","1954","1954","1954","9","9","9","1954","1954","1954","7","7","7","1954","1954","1954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1955","6","6","6","1955","1955","1955","3","3","3","1955","1955","1955","7","7","7","1955","1955","1955","8","8","8","1955","1955","1955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1956","6","6","6","1956","1956","1956","3","3","3","1956","1956","1956","7","7","7","1956","1956","1956","3","3","3","1956","1956","1956","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1957","4","4","4","1957","1957","1957","3","3","3","1957","1957","1957","7","7","7","1957","1957","1957","7","7","7","1957","1957","1957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1958","4","4","4","1958","1958","1958","3","3","3","1958","1958","1958","7","7","7","1958","1958","1958","8","8","8","1958","1958","1958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1959","8","8","8","1959","1959","1959","6","6","6","1959","1959","1959","7","7","7","1959","1959","1959","8","8","8","1959","1959","1959","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1960","4","4","4","1960","1960","1960","8","8","8","1960","1960","1960","7","7","7","1960","1960","1960","4","4","4","1960","1960","1960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1961","4","4","4","1961","1961","1961","8","8","8","1961","1961","1961","7","7","7","1961","1961","1961","7","7","7","1961","1961","1961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1962","6","6","6","1962","1962","1962","3","3","3","1962","1962","1962","7","7","7","1962","1962","1962","8","8","8","1962","1962","1962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1963","6","6","6","1963","1963","1963","7","7","7","1963","1963","1963","7","7","7","1963","1963","1963","8","8","8","1963","1963","1963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1964","3","3","3","1964","1964","1964","5","5","5","1964","1964","1964","7","7","7","1964","1964","1964","4","4","4","1964","1964","1964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1965","6","6","6","1965","1965","1965","7","7","7","1965","1965","1965","7","7","7","1965","1965","1965","7","7","7","1965","1965","1965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1966","6","6","6","1966","1966","1966","3","3","3","1966","1966","1966","6","6","6","1966","1966","1966","8","8","8","1966","1966","1966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1967","5","5","5","1967","1967","1967","7","7","7","1967","1967","1967","6","6","6","1967","1967","1967","8","8","8","1967","1967","1967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1968","2","2","2","1968","1968","1968","4","4","4","1968","1968","1968","6","6","6","1968","1968","1968","4","4","4","1968","1968","1968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1969","6","6","6","1969","1969","1969","5","5","5","1969","1969","1969","6","6","6","1969","1969","1969","7","7","7","1969","1969","1969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1970","6","6","6","1970","1970","1970","6","6","6","1970","1970","1970","6","6","6","1970","1970","1970","8","8","8","1970","1970","1970","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1971","6","6","6","1971","1971","1971","6","6","6","1971","1971","1971","10","10","10","1971","1971","1971","6","6","6","1971","1971","1971","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
