"external/ns3_step","ppo_morabito_ns3_20ue_20260508_160337 - external/disconnected_ues","ppo_morabito_ns3_20ue_20260508_160337 - external/disconnected_ues__MIN","ppo_morabito_ns3_20ue_20260508_160337 - external/disconnected_ues__MAX","ppo_morabito_ns3_20ue_20260508_160337 - _step","ppo_morabito_ns3_20ue_20260508_160337 - _step__MIN","ppo_morabito_ns3_20ue_20260508_160337 - _step__MAX","a2c_morabito_ns3_20ue_20260508_160335 - external/disconnected_ues","a2c_morabito_ns3_20ue_20260508_160335 - external/disconnected_ues__MIN","a2c_morabito_ns3_20ue_20260508_160335 - external/disconnected_ues__MAX","a2c_morabito_ns3_20ue_20260508_160335 - _step","a2c_morabito_ns3_20ue_20260508_160335 - _step__MIN","a2c_morabito_ns3_20ue_20260508_160335 - _step__MAX","dqn_morabito_ns3_20ue_20260508_160334 - external/disconnected_ues","dqn_morabito_ns3_20ue_20260508_160334 - external/disconnected_ues__MIN","dqn_morabito_ns3_20ue_20260508_160334 - external/disconnected_ues__MAX","dqn_morabito_ns3_20ue_20260508_160334 - _step","dqn_morabito_ns3_20ue_20260508_160334 - _step__MIN","dqn_morabito_ns3_20ue_20260508_160334 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/disconnected_ues","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/disconnected_ues__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/disconnected_ues__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MAX","2026-05-08_13-32 - external/disconnected_ues","2026-05-08_13-32 - external/disconnected_ues__MIN","2026-05-08_13-32 - external/disconnected_ues__MAX","2026-05-08_13-32 - _step","2026-05-08_13-32 - _step__MIN","2026-05-08_13-32 - _step__MAX","a2c_morabito_ns3_20ue_20260507_232704 - external/disconnected_ues","a2c_morabito_ns3_20ue_20260507_232704 - external/disconnected_ues__MIN","a2c_morabito_ns3_20ue_20260507_232704 - external/disconnected_ues__MAX","a2c_morabito_ns3_20ue_20260507_232704 - _step","a2c_morabito_ns3_20ue_20260507_232704 - _step__MIN","a2c_morabito_ns3_20ue_20260507_232704 - _step__MAX","ppo_morabito_ns3_20ue_20260507_232608 - external/disconnected_ues","ppo_morabito_ns3_20ue_20260507_232608 - external/disconnected_ues__MIN","ppo_morabito_ns3_20ue_20260507_232608 - external/disconnected_ues__MAX","ppo_morabito_ns3_20ue_20260507_232608 - _step","ppo_morabito_ns3_20ue_20260507_232608 - _step__MIN","ppo_morabito_ns3_20ue_20260507_232608 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/disconnected_ues","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/disconnected_ues__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/disconnected_ues__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MAX","dqn_morabito_ns3_20ue_20260507_232604 - external/disconnected_ues","dqn_morabito_ns3_20ue_20260507_232604 - external/disconnected_ues__MIN","dqn_morabito_ns3_20ue_20260507_232604 - external/disconnected_ues__MAX","dqn_morabito_ns3_20ue_20260507_232604 - _step","dqn_morabito_ns3_20ue_20260507_232604 - _step__MIN","dqn_morabito_ns3_20ue_20260507_232604 - _step__MAX"
"1955","3","3","3","1955","1955","1955","3","3","3","1955","1955","1955","3","3","3","1955","1955","1955","3","3","3","1955","1955","1955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1956","3","3","3","1956","1956","1956","3","3","3","1956","1956","1956","3","3","3","1956","1956","1956","3","3","3","1956","1956","1956","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1957","3","3","3","1957","1957","1957","3","3","3","1957","1957","1957","3","3","3","1957","1957","1957","3","3","3","1957","1957","1957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1958","3","3","3","1958","1958","1958","3","3","3","1958","1958","1958","3","3","3","1958","1958","1958","3","3","3","1958","1958","1958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1959","3","3","3","1959","1959","1959","3","3","3","1959","1959","1959","3","3","3","1959","1959","1959","3","3","3","1959","1959","1959","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1960","3","3","3","1960","1960","1960","3","3","3","1960","1960","1960","3","3","3","1960","1960","1960","3","3","3","1960","1960","1960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1961","3","3","3","1961","1961","1961","3","3","3","1961","1961","1961","3","3","3","1961","1961","1961","3","3","3","1961","1961","1961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1962","3","3","3","1962","1962","1962","3","3","3","1962","1962","1962","3","3","3","1962","1962","1962","3","3","3","1962","1962","1962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1963","3","3","3","1963","1963","1963","3","3","3","1963","1963","1963","3","3","3","1963","1963","1963","3","3","3","1963","1963","1963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1964","3","3","3","1964","1964","1964","3","3","3","1964","1964","1964","3","3","3","1964","1964","1964","3","3","3","1964","1964","1964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1965","3","3","3","1965","1965","1965","3","3","3","1965","1965","1965","3","3","3","1965","1965","1965","3","3","3","1965","1965","1965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1966","3","3","3","1966","1966","1966","3","3","3","1966","1966","1966","3","3","3","1966","1966","1966","3","3","3","1966","1966","1966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1967","3","3","3","1967","1967","1967","3","3","3","1967","1967","1967","3","3","3","1967","1967","1967","3","3","3","1967","1967","1967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1968","3","3","3","1968","1968","1968","3","3","3","1968","1968","1968","3","3","3","1968","1968","1968","3","3","3","1968","1968","1968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1969","3","3","3","1969","1969","1969","3","3","3","1969","1969","1969","3","3","3","1969","1969","1969","3","3","3","1969","1969","1969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1970","3","3","3","1970","1970","1970","3","3","3","1970","1970","1970","3","3","3","1970","1970","1970","3","3","3","1970","1970","1970","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1971","3","3","3","1971","1971","1971","3","3","3","1971","1971","1971","3","3","3","1971","1971","1971","3","3","3","1971","1971","1971","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1972","3","3","3","1972","1972","1972","3","3","3","1972","1972","1972","3","3","3","1972","1972","1972","3","3","3","1972","1972","1972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1973","3","3","3","1973","1973","1973","3","3","3","1973","1973","1973","3","3","3","1973","1973","1973","3","3","3","1973","1973","1973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1974","3","3","3","1974","1974","1974","3","3","3","1974","1974","1974","3","3","3","1974","1974","1974","3","3","3","1974","1974","1974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1975","3","3","3","1975","1975","1975","3","3","3","1975","1975","1975","3","3","3","1975","1975","1975","3","3","3","1975","1975","1975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1976","3","3","3","1976","1976","1976","3","3","3","1976","1976","1976","3","3","3","1976","1976","1976","3","3","3","1976","1976","1976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1977","3","3","3","1977","1977","1977","3","3","3","1977","1977","1977","3","3","3","1977","1977","1977","3","3","3","1977","1977","1977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1978","3","3","3","1978","1978","1978","3","3","3","1978","1978","1978","3","3","3","1978","1978","1978","3","3","3","1978","1978","1978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1979","3","3","3","1979","1979","1979","3","3","3","1979","1979","1979","3","3","3","1979","1979","1979","3","3","3","1979","1979","1979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1980","3","3","3","1980","1980","1980","3","3","3","1980","1980","1980","3","3","3","1980","1980","1980","3","3","3","1980","1980","1980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1981","3","3","3","1981","1981","1981","3","3","3","1981","1981","1981","3","3","3","1981","1981","1981","3","3","3","1981","1981","1981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1982","3","3","3","1982","1982","1982","3","3","3","1982","1982","1982","3","3","3","1982","1982","1982","3","3","3","1982","1982","1982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1983","3","3","3","1983","1983","1983","3","3","3","1983","1983","1983","3","3","3","1983","1983","1983","3","3","3","1983","1983","1983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1984","3","3","3","1984","1984","1984","3","3","3","1984","1984","1984","3","3","3","1984","1984","1984","3","3","3","1984","1984","1984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1985","3","3","3","1985","1985","1985","3","3","3","1985","1985","1985","3","3","3","1985","1985","1985","3","3","3","1985","1985","1985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1986","3","3","3","1986","1986","1986","3","3","3","1986","1986","1986","3","3","3","1986","1986","1986","3","3","3","1986","1986","1986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1987","3","3","3","1987","1987","1987","3","3","3","1987","1987","1987","3","3","3","1987","1987","1987","3","3","3","1987","1987","1987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1988","3","3","3","1988","1988","1988","3","3","3","1988","1988","1988","3","3","3","1988","1988","1988","3","3","3","1988","1988","1988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1989","3","3","3","1989","1989","1989","3","3","3","1989","1989","1989","3","3","3","1989","1989","1989","3","3","3","1989","1989","1989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1990","3","3","3","1990","1990","1990","3","3","3","1990","1990","1990","3","3","3","1990","1990","1990","3","3","3","1990","1990","1990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1991","3","3","3","1991","1991","1991","3","3","3","1991","1991","1991","3","3","3","1991","1991","1991","3","3","3","1991","1991","1991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1992","3","3","3","1992","1992","1992","3","3","3","1992","1992","1992","3","3","3","1992","1992","1992","3","3","3","1992","1992","1992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1993","3","3","3","1993","1993","1993","3","3","3","1993","1993","1993","3","3","3","1993","1993","1993","3","3","3","1993","1993","1993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1994","3","3","3","1994","1994","1994","3","3","3","1994","1994","1994","3","3","3","1994","1994","1994","3","3","3","1994","1994","1994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1995","3","3","3","1995","1995","1995","3","3","3","1995","1995","1995","3","3","3","1995","1995","1995","3","3","3","1995","1995","1995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1996","3","3","3","1996","1996","1996","3","3","3","1996","1996","1996","3","3","3","1996","1996","1996","3","3","3","1996","1996","1996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1997","3","3","3","1997","1997","1997","3","3","3","1997","1997","1997","3","3","3","1997","1997","1997","3","3","3","1997","1997","1997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1998","3","3","3","1998","1998","1998","3","3","3","1998","1998","1998","3","3","3","1998","1998","1998","3","3","3","1998","1998","1998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1999","3","3","3","1999","1999","1999","3","3","3","1999","1999","1999","3","3","3","1999","1999","1999","3","3","3","1999","1999","1999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2000","3","3","3","2000","2000","2000","3","3","3","2000","2000","2000","3","3","3","2000","2000","2000","3","3","3","2000","2000","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001","3","3","3","2001","2001","2001","3","3","3","2001","2001","2001","3","3","3","2001","2001","2001","3","3","3","2001","2001","2001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002","3","3","3","2002","2002","2002","3","3","3","2002","2002","2002","3","3","3","2002","2002","2002","3","3","3","2002","2002","2002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2003","3","3","3","2003","2003","2003","3","3","3","2003","2003","2003","3","3","3","2003","2003","2003","3","3","3","2003","2003","2003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2004","3","3","3","2004","2004","2004","3","3","3","2004","2004","2004","3","3","3","2004","2004","2004","3","3","3","2004","2004","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005","3","3","3","2005","2005","2005","3","3","3","2005","2005","2005","3","3","3","2005","2005","2005","3","3","3","2005","2005","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2006","3","3","3","2006","2006","2006","3","3","3","2006","2006","2006","3","3","3","2006","2006","2006","3","3","3","2006","2006","2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2007","3","3","3","2007","2007","2007","3","3","3","2007","2007","2007","3","3","3","2007","2007","2007","3","3","3","2007","2007","2007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2008","3","3","3","2008","2008","2008","3","3","3","2008","2008","2008","3","3","3","2008","2008","2008","3","3","3","2008","2008","2008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2009","3","3","3","2009","2009","2009","3","3","3","2009","2009","2009","3","3","3","2009","2009","2009","3","3","3","2009","2009","2009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2010","3","3","3","2010","2010","2010","3","3","3","2010","2010","2010","3","3","3","2010","2010","2010","3","3","3","2010","2010","2010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2011","3","3","3","2011","2011","2011","3","3","3","2011","2011","2011","3","3","3","2011","2011","2011","3","3","3","2011","2011","2011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2012","3","3","3","2012","2012","2012","3","3","3","2012","2012","2012","3","3","3","2012","2012","2012","3","3","3","2012","2012","2012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2013","3","3","3","2013","2013","2013","3","3","3","2013","2013","2013","3","3","3","2013","2013","2013","3","3","3","2013","2013","2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2014","3","3","3","2014","2014","2014","3","3","3","2014","2014","2014","3","3","3","2014","2014","2014","3","3","3","2014","2014","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015","3","3","3","2015","2015","2015","3","3","3","2015","2015","2015","3","3","3","2015","2015","2015","3","3","3","2015","2015","2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016","3","3","3","2016","2016","2016","3","3","3","2016","2016","2016","3","3","3","2016","2016","2016","3","3","3","2016","2016","2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017","3","3","3","2017","2017","2017","3","3","3","2017","2017","2017","3","3","3","2017","2017","2017","3","3","3","2017","2017","2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018","3","3","3","2018","2018","2018","3","3","3","2018","2018","2018","3","3","3","2018","2018","2018","3","3","3","2018","2018","2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019","3","3","3","2019","2019","2019","3","3","3","2019","2019","2019","3","3","3","2019","2019","2019","3","3","3","2019","2019","2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020","3","3","3","2020","2020","2020","3","3","3","2020","2020","2020","3","3","3","2020","2020","2020","3","3","3","2020","2020","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","3","3","3","2021","2021","2021","3","3","3","2021","2021","2021","3","3","3","2021","2021","2021","3","3","3","2021","2021","2021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022","3","3","3","2022","2022","2022","3","3","3","2022","2022","2022","3","3","3","2022","2022","2022","3","3","3","2022","2022","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023","3","3","3","2023","2023","2023","3","3","3","2023","2023","2023","3","3","3","2023","2023","2023","3","3","3","2023","2023","2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
